,lat_centroid,lon_centroid,year,month
65548,44.0221144272285,-93.58726849974654,2002,10
65549,44.0221144272285,-93.58726849974654,2001,4
65550,44.0221144272285,-93.58726849974654,2001,5
65551,44.0221144272285,-93.58726849974654,2001,6
65552,44.0221144272285,-93.58726849974654,2001,7
65553,44.0221144272285,-93.58726849974654,2001,8
65554,44.0221144272285,-93.58726849974654,2001,9
65555,44.0221144272285,-93.58726849974654,2001,10
65556,44.0221144272285,-93.58726849974654,2000,4
65557,44.0221144272285,-93.58726849974654,2000,5
65558,44.0221144272285,-93.58726849974654,2000,6
65559,44.0221144272285,-93.58726849974654,2000,7
65560,44.0221144272285,-93.58726849974654,2000,8
65561,44.0221144272285,-93.58726849974654,2000,9
65562,44.0221144272285,-93.58726849974654,2000,10
65612,43.97843767055016,-94.61407412152272,2016,4
65613,43.97843767055016,-94.61407412152272,2016,5
65667,43.97843767055016,-94.61407412152272,2009,10
65674,43.97843767055016,-94.61407412152272,2008,10
65703,43.97843767055016,-94.61407412152272,2003,5
65734,44.671870416384266,-93.06543450027428,2020,8
65742,44.671870416384266,-93.06543450027428,2019,9
65807,44.671870416384266,-93.06543450027428,2009,6
65808,44.671870416384266,-93.06543450027428,2009,7
65809,44.671870416384266,-93.06543450027428,2009,8
65812,44.671870416384266,-93.06543450027428,2008,4
65813,44.671870416384266,-93.06543450027428,2008,5
65814,44.671870416384266,-93.06543450027428,2007,4
65815,44.671870416384266,-93.06543450027428,2007,5
65816,44.671870416384266,-93.06543450027428,2007,6
65817,44.671870416384266,-93.06543450027428,2007,7
65818,44.671870416384266,-93.06543450027428,2007,8
65819,44.671870416384266,-93.06543450027428,2007,9
65820,44.671870416384266,-93.06543450027428,2007,10
65821,44.671870416384266,-93.06543450027428,2006,4
65822,44.671870416384266,-93.06543450027428,2006,5
65823,44.671870416384266,-93.06543450027428,2006,6
65824,44.671870416384266,-93.06543450027428,2006,7
65825,44.671870416384266,-93.06543450027428,2006,8
65826,44.671870416384266,-93.06543450027428,2006,9
65827,44.671870416384266,-93.06543450027428,2006,10
65828,44.671870416384266,-93.06543450027428,2005,4
65829,44.671870416384266,-93.06543450027428,2005,5
65830,44.671870416384266,-93.06543450027428,2005,6
65831,44.671870416384266,-93.06543450027428,2005,7
65832,44.671870416384266,-93.06543450027428,2005,8
65833,44.671870416384266,-93.06543450027428,2005,9
65834,44.671870416384266,-93.06543450027428,2005,10
65835,44.671870416384266,-93.06543450027428,2004,4
65836,44.671870416384266,-93.06543450027428,2004,5
65837,44.671870416384266,-93.06543450027428,2004,6
65838,44.671870416384266,-93.06543450027428,2004,7
65839,44.671870416384266,-93.06543450027428,2004,8
65840,44.671870416384266,-93.06543450027428,2004,9
65841,44.671870416384266,-93.06543450027428,2004,10
65842,44.671870416384266,-93.06543450027428,2003,4
65843,44.671870416384266,-93.06543450027428,2003,5
65844,44.671870416384266,-93.06543450027428,2003,6
65845,44.671870416384266,-93.06543450027428,2003,7
65846,44.671870416384266,-93.06543450027428,2003,8
65847,44.671870416384266,-93.06543450027428,2003,9
65848,44.671870416384266,-93.06543450027428,2003,10
65849,44.671870416384266,-93.06543450027428,2002,4
65850,44.671870416384266,-93.06543450027428,2002,5
65851,44.671870416384266,-93.06543450027428,2002,6
65852,44.671870416384266,-93.06543450027428,2002,7
65853,44.671870416384266,-93.06543450027428,2002,8
65854,44.671870416384266,-93.06543450027428,2002,9
65855,44.671870416384266,-93.06543450027428,2002,10
65856,44.671870416384266,-93.06543450027428,2001,4
65857,44.671870416384266,-93.06543450027428,2001,5
65858,44.671870416384266,-93.06543450027428,2001,6
65859,44.671870416384266,-93.06543450027428,2001,7
65860,44.671870416384266,-93.06543450027428,2001,8
65861,44.671870416384266,-93.06543450027428,2001,9
65862,44.671870416384266,-93.06543450027428,2001,10
65863,44.671870416384266,-93.06543450027428,2000,4
65864,44.671870416384266,-93.06543450027428,2000,5
65865,44.671870416384266,-93.06543450027428,2000,6
65866,44.671870416384266,-93.06543450027428,2000,7
65867,44.671870416384266,-93.06543450027428,2000,8
65868,44.671870416384266,-93.06543450027428,2000,9
65869,44.671870416384266,-93.06543450027428,2000,10
65888,44.02260691963991,-92.86204695011943,2020,8
65896,44.02260691963991,-92.86204695011943,2019,9
65961,44.02260691963991,-92.86204695011943,2009,6
65962,44.02260691963991,-92.86204695011943,2009,7
65963,44.02260691963991,-92.86204695011943,2009,8
65966,44.02260691963991,-92.86204695011943,2008,4
65967,44.02260691963991,-92.86204695011943,2008,5
65968,44.02260691963991,-92.86204695011943,2007,4
65969,44.02260691963991,-92.86204695011943,2007,5
65970,44.02260691963991,-92.86204695011943,2007,6
65971,44.02260691963991,-92.86204695011943,2007,7
65972,44.02260691963991,-92.86204695011943,2007,8
65973,44.02260691963991,-92.86204695011943,2007,9
65974,44.02260691963991,-92.86204695011943,2007,10
65975,44.02260691963991,-92.86204695011943,2006,4
65976,44.02260691963991,-92.86204695011943,2006,5
65977,44.02260691963991,-92.86204695011943,2006,6
65978,44.02260691963991,-92.86204695011943,2006,7
65979,44.02260691963991,-92.86204695011943,2006,8
65980,44.02260691963991,-92.86204695011943,2006,9
65981,44.02260691963991,-92.86204695011943,2006,10
65982,44.02260691963991,-92.86204695011943,2005,4
65983,44.02260691963991,-92.86204695011943,2005,5
65984,44.02260691963991,-92.86204695011943,2005,6
65985,44.02260691963991,-92.86204695011943,2005,7
65986,44.02260691963991,-92.86204695011943,2005,8
65987,44.02260691963991,-92.86204695011943,2005,9
65988,44.02260691963991,-92.86204695011943,2005,10
65989,44.02260691963991,-92.86204695011943,2004,4
65990,44.02260691963991,-92.86204695011943,2004,5
65991,44.02260691963991,-92.86204695011943,2004,6
65992,44.02260691963991,-92.86204695011943,2004,7
65993,44.02260691963991,-92.86204695011943,2004,8
65994,44.02260691963991,-92.86204695011943,2004,9
65995,44.02260691963991,-92.86204695011943,2004,10
65996,44.02260691963991,-92.86204695011943,2003,4
65997,44.02260691963991,-92.86204695011943,2003,5
65998,44.02260691963991,-92.86204695011943,2003,6
65999,44.02260691963991,-92.86204695011943,2003,7
66000,44.02260691963991,-92.86204695011943,2003,8
66001,44.02260691963991,-92.86204695011943,2003,9
66002,44.02260691963991,-92.86204695011943,2003,10
66003,44.02260691963991,-92.86204695011943,2002,4
66004,44.02260691963991,-92.86204695011943,2002,5
66005,44.02260691963991,-92.86204695011943,2002,6
66006,44.02260691963991,-92.86204695011943,2002,7
66007,44.02260691963991,-92.86204695011943,2002,8
66008,44.02260691963991,-92.86204695011943,2002,9
66009,44.02260691963991,-92.86204695011943,2002,10
66010,44.02260691963991,-92.86204695011943,2001,4
66011,44.02260691963991,-92.86204695011943,2001,5
66012,44.02260691963991,-92.86204695011943,2001,6
66013,44.02260691963991,-92.86204695011943,2001,7
66014,44.02260691963991,-92.86204695011943,2001,8
66015,44.02260691963991,-92.86204695011943,2001,9
66016,44.02260691963991,-92.86204695011943,2001,10
66017,44.02260691963991,-92.86204695011943,2000,4
66018,44.02260691963991,-92.86204695011943,2000,5
66019,44.02260691963991,-92.86204695011943,2000,6
66020,44.02260691963991,-92.86204695011943,2000,7
66021,44.02260691963991,-92.86204695011943,2000,8
66022,44.02260691963991,-92.86204695011943,2000,9
66023,44.02260691963991,-92.86204695011943,2000,10
66055,43.673952632397246,-92.09016616988131,2019,7
66056,43.673952632397246,-92.09016616988131,2019,8
66057,43.673952632397246,-92.09016616988131,2019,9
66073,43.673952632397246,-92.09016616988131,2016,4
66074,43.673952632397246,-92.09016616988131,2016,5
66075,43.673952632397246,-92.09016616988131,2016,6
66076,43.673952632397246,-92.09016616988131,2016,7
66077,43.673952632397246,-92.09016616988131,2016,8
66078,43.673952632397246,-92.09016616988131,2016,9
66080,43.673952632397246,-92.09016616988131,2015,4
66081,43.673952632397246,-92.09016616988131,2015,5
66082,43.673952632397246,-92.09016616988131,2015,6
66083,43.673952632397246,-92.09016616988131,2015,7
66084,43.673952632397246,-92.09016616988131,2015,8
66085,43.673952632397246,-92.09016616988131,2015,9
66093,43.673952632397246,-92.09016616988131,2014,10
66094,43.673952632397246,-92.09016616988131,2013,9
66121,44.40986491819118,-92.72257214672688,2020,8
66129,44.40986491819118,-92.72257214672688,2019,9
66194,44.40986491819118,-92.72257214672688,2009,6
66195,44.40986491819118,-92.72257214672688,2009,7
66196,44.40986491819118,-92.72257214672688,2009,8
66199,44.40986491819118,-92.72257214672688,2008,4
66200,44.40986491819118,-92.72257214672688,2008,5
66201,44.40986491819118,-92.72257214672688,2007,4
66202,44.40986491819118,-92.72257214672688,2007,5
66203,44.40986491819118,-92.72257214672688,2007,6
66204,44.40986491819118,-92.72257214672688,2007,7
66205,44.40986491819118,-92.72257214672688,2007,8
66206,44.40986491819118,-92.72257214672688,2007,9
66207,44.40986491819118,-92.72257214672688,2007,10
66208,44.40986491819118,-92.72257214672688,2006,4
66209,44.40986491819118,-92.72257214672688,2006,5
66210,44.40986491819118,-92.72257214672688,2006,6
66211,44.40986491819118,-92.72257214672688,2006,7
66212,44.40986491819118,-92.72257214672688,2006,8
66213,44.40986491819118,-92.72257214672688,2006,9
66214,44.40986491819118,-92.72257214672688,2006,10
66215,44.40986491819118,-92.72257214672688,2005,4
66216,44.40986491819118,-92.72257214672688,2005,5
66217,44.40986491819118,-92.72257214672688,2005,6
66218,44.40986491819118,-92.72257214672688,2005,7
66219,44.40986491819118,-92.72257214672688,2005,8
66220,44.40986491819118,-92.72257214672688,2005,9
66221,44.40986491819118,-92.72257214672688,2005,10
66222,44.40986491819118,-92.72257214672688,2004,4
66223,44.40986491819118,-92.72257214672688,2004,5
66224,44.40986491819118,-92.72257214672688,2004,6
66225,44.40986491819118,-92.72257214672688,2004,7
66226,44.40986491819118,-92.72257214672688,2004,8
66227,44.40986491819118,-92.72257214672688,2004,9
66228,44.40986491819118,-92.72257214672688,2004,10
66229,44.40986491819118,-92.72257214672688,2003,4
66230,44.40986491819118,-92.72257214672688,2003,5
66231,44.40986491819118,-92.72257214672688,2003,6
66232,44.40986491819118,-92.72257214672688,2003,7
66233,44.40986491819118,-92.72257214672688,2003,8
66234,44.40986491819118,-92.72257214672688,2003,9
66235,44.40986491819118,-92.72257214672688,2003,10
66236,44.40986491819118,-92.72257214672688,2002,4
66237,44.40986491819118,-92.72257214672688,2002,5
66238,44.40986491819118,-92.72257214672688,2002,6
66239,44.40986491819118,-92.72257214672688,2002,7
66240,44.40986491819118,-92.72257214672688,2002,8
66241,44.40986491819118,-92.72257214672688,2002,9
66242,44.40986491819118,-92.72257214672688,2002,10
66243,44.40986491819118,-92.72257214672688,2001,4
66244,44.40986491819118,-92.72257214672688,2001,5
66245,44.40986491819118,-92.72257214672688,2001,6
66246,44.40986491819118,-92.72257214672688,2001,7
66247,44.40986491819118,-92.72257214672688,2001,8
66248,44.40986491819118,-92.72257214672688,2001,9
66249,44.40986491819118,-92.72257214672688,2001,10
66250,44.40986491819118,-92.72257214672688,2000,4
66251,44.40986491819118,-92.72257214672688,2000,5
66252,44.40986491819118,-92.72257214672688,2000,6
66253,44.40986491819118,-92.72257214672688,2000,7
66254,44.40986491819118,-92.72257214672688,2000,8
66255,44.40986491819118,-92.72257214672688,2000,9
66256,44.40986491819118,-92.72257214672688,2000,10
66288,43.67143646701538,-91.4928852924418,2019,7
66289,43.67143646701538,-91.4928852924418,2019,8
66290,43.67143646701538,-91.4928852924418,2019,9
66306,43.67143646701538,-91.4928852924418,2016,4
66307,43.67143646701538,-91.4928852924418,2016,5
66308,43.67143646701538,-91.4928852924418,2016,6
66309,43.67143646701538,-91.4928852924418,2016,7
66310,43.67143646701538,-91.4928852924418,2016,8
66311,43.67143646701538,-91.4928852924418,2016,9
66313,43.67143646701538,-91.4928852924418,2015,4
66314,43.67143646701538,-91.4928852924418,2015,5
66315,43.67143646701538,-91.4928852924418,2015,6
66316,43.67143646701538,-91.4928852924418,2015,7
66317,43.67143646701538,-91.4928852924418,2015,8
66318,43.67143646701538,-91.4928852924418,2015,9
66326,43.67143646701538,-91.4928852924418,2014,10
66327,43.67143646701538,-91.4928852924418,2013,9
66385,43.67143140013074,-92.752529267718,2014,5
66391,43.67143140013074,-92.752529267718,2013,4
66392,43.67143140013074,-92.752529267718,2013,5
66393,43.67143140013074,-92.752529267718,2013,6
66394,43.67143140013074,-92.752529267718,2013,7
66395,43.67143140013074,-92.752529267718,2013,8
66396,43.67143140013074,-92.752529267718,2013,9
66397,43.67143140013074,-92.752529267718,2013,10
66398,43.67143140013074,-92.752529267718,2012,4
66399,43.67143140013074,-92.752529267718,2012,5
66400,43.67143140013074,-92.752529267718,2012,6
66401,43.67143140013074,-92.752529267718,2012,7
66402,43.67143140013074,-92.752529267718,2012,8
66403,43.67143140013074,-92.752529267718,2012,9
66404,43.67143140013074,-92.752529267718,2012,10
66455,43.67143140013074,-92.752529267718,2004,8
66471,43.67143140013074,-92.752529267718,2002,10
66472,43.67143140013074,-92.752529267718,2001,9
66499,44.00375957275882,-92.40175127446388,2020,8
66507,44.00375957275882,-92.40175127446388,2019,9
66572,44.00375957275882,-92.40175127446388,2009,6
66573,44.00375957275882,-92.40175127446388,2009,7
66574,44.00375957275882,-92.40175127446388,2009,8
66577,44.00375957275882,-92.40175127446388,2008,4
66578,44.00375957275882,-92.40175127446388,2008,5
66579,44.00375957275882,-92.40175127446388,2007,4
66580,44.00375957275882,-92.40175127446388,2007,5
66581,44.00375957275882,-92.40175127446388,2007,6
66582,44.00375957275882,-92.40175127446388,2007,7
66583,44.00375957275882,-92.40175127446388,2007,8
66584,44.00375957275882,-92.40175127446388,2007,9
66585,44.00375957275882,-92.40175127446388,2007,10
66586,44.00375957275882,-92.40175127446388,2006,4
66587,44.00375957275882,-92.40175127446388,2006,5
66588,44.00375957275882,-92.40175127446388,2006,6
66589,44.00375957275882,-92.40175127446388,2006,7
66590,44.00375957275882,-92.40175127446388,2006,8
66591,44.00375957275882,-92.40175127446388,2006,9
66592,44.00375957275882,-92.40175127446388,2006,10
66593,44.00375957275882,-92.40175127446388,2005,4
66594,44.00375957275882,-92.40175127446388,2005,5
66595,44.00375957275882,-92.40175127446388,2005,6
66596,44.00375957275882,-92.40175127446388,2005,7
66597,44.00375957275882,-92.40175127446388,2005,8
66598,44.00375957275882,-92.40175127446388,2005,9
66599,44.00375957275882,-92.40175127446388,2005,10
66600,44.00375957275882,-92.40175127446388,2004,4
66601,44.00375957275882,-92.40175127446388,2004,5
66602,44.00375957275882,-92.40175127446388,2004,6
66603,44.00375957275882,-92.40175127446388,2004,7
66604,44.00375957275882,-92.40175127446388,2004,8
66605,44.00375957275882,-92.40175127446388,2004,9
66606,44.00375957275882,-92.40175127446388,2004,10
66607,44.00375957275882,-92.40175127446388,2003,4
66608,44.00375957275882,-92.40175127446388,2003,5
66609,44.00375957275882,-92.40175127446388,2003,6
66610,44.00375957275882,-92.40175127446388,2003,7
66611,44.00375957275882,-92.40175127446388,2003,8
66612,44.00375957275882,-92.40175127446388,2003,9
66613,44.00375957275882,-92.40175127446388,2003,10
66614,44.00375957275882,-92.40175127446388,2002,4
66615,44.00375957275882,-92.40175127446388,2002,5
66616,44.00375957275882,-92.40175127446388,2002,6
66617,44.00375957275882,-92.40175127446388,2002,7
66618,44.00375957275882,-92.40175127446388,2002,8
66619,44.00375957275882,-92.40175127446388,2002,9
66620,44.00375957275882,-92.40175127446388,2002,10
66621,44.00375957275882,-92.40175127446388,2001,4
66622,44.00375957275882,-92.40175127446388,2001,5
66623,44.00375957275882,-92.40175127446388,2001,6
66624,44.00375957275882,-92.40175127446388,2001,7
66625,44.00375957275882,-92.40175127446388,2001,8
66626,44.00375957275882,-92.40175127446388,2001,9
66627,44.00375957275882,-92.40175127446388,2001,10
66628,44.00375957275882,-92.40175127446388,2000,4
66629,44.00375957275882,-92.40175127446388,2000,5
66630,44.00375957275882,-92.40175127446388,2000,6
66631,44.00375957275882,-92.40175127446388,2000,7
66632,44.00375957275882,-92.40175127446388,2000,8
66633,44.00375957275882,-92.40175127446388,2000,9
66634,44.00375957275882,-92.40175127446388,2000,10
66653,44.28429392866472,-92.23027086288214,2020,8
66661,44.28429392866472,-92.23027086288214,2019,9
66726,44.28429392866472,-92.23027086288214,2009,6
66727,44.28429392866472,-92.23027086288214,2009,7
66728,44.28429392866472,-92.23027086288214,2009,8
66731,44.28429392866472,-92.23027086288214,2008,4
66732,44.28429392866472,-92.23027086288214,2008,5
66733,44.28429392866472,-92.23027086288214,2007,4
66734,44.28429392866472,-92.23027086288214,2007,5
66735,44.28429392866472,-92.23027086288214,2007,6
66736,44.28429392866472,-92.23027086288214,2007,7
66737,44.28429392866472,-92.23027086288214,2007,8
66738,44.28429392866472,-92.23027086288214,2007,9
66739,44.28429392866472,-92.23027086288214,2007,10
66740,44.28429392866472,-92.23027086288214,2006,4
66741,44.28429392866472,-92.23027086288214,2006,5
66742,44.28429392866472,-92.23027086288214,2006,6
66743,44.28429392866472,-92.23027086288214,2006,7
66744,44.28429392866472,-92.23027086288214,2006,8
66745,44.28429392866472,-92.23027086288214,2006,9
66746,44.28429392866472,-92.23027086288214,2006,10
66747,44.28429392866472,-92.23027086288214,2005,4
66748,44.28429392866472,-92.23027086288214,2005,5
66749,44.28429392866472,-92.23027086288214,2005,6
66750,44.28429392866472,-92.23027086288214,2005,7
66751,44.28429392866472,-92.23027086288214,2005,8
66752,44.28429392866472,-92.23027086288214,2005,9
66753,44.28429392866472,-92.23027086288214,2005,10
66754,44.28429392866472,-92.23027086288214,2004,4
66755,44.28429392866472,-92.23027086288214,2004,5
66756,44.28429392866472,-92.23027086288214,2004,6
66757,44.28429392866472,-92.23027086288214,2004,7
66758,44.28429392866472,-92.23027086288214,2004,8
66759,44.28429392866472,-92.23027086288214,2004,9
66760,44.28429392866472,-92.23027086288214,2004,10
66761,44.28429392866472,-92.23027086288214,2003,4
66762,44.28429392866472,-92.23027086288214,2003,5
66763,44.28429392866472,-92.23027086288214,2003,6
66764,44.28429392866472,-92.23027086288214,2003,7
66765,44.28429392866472,-92.23027086288214,2003,8
66766,44.28429392866472,-92.23027086288214,2003,9
66767,44.28429392866472,-92.23027086288214,2003,10
66768,44.28429392866472,-92.23027086288214,2002,4
66769,44.28429392866472,-92.23027086288214,2002,5
66770,44.28429392866472,-92.23027086288214,2002,6
66771,44.28429392866472,-92.23027086288214,2002,7
66772,44.28429392866472,-92.23027086288214,2002,8
66773,44.28429392866472,-92.23027086288214,2002,9
66774,44.28429392866472,-92.23027086288214,2002,10
66775,44.28429392866472,-92.23027086288214,2001,4
66776,44.28429392866472,-92.23027086288214,2001,5
66777,44.28429392866472,-92.23027086288214,2001,6
66778,44.28429392866472,-92.23027086288214,2001,7
66779,44.28429392866472,-92.23027086288214,2001,8
66780,44.28429392866472,-92.23027086288214,2001,9
66781,44.28429392866472,-92.23027086288214,2001,10
66782,44.28429392866472,-92.23027086288214,2000,4
66783,44.28429392866472,-92.23027086288214,2000,5
66784,44.28429392866472,-92.23027086288214,2000,6
66785,44.28429392866472,-92.23027086288214,2000,7
66786,44.28429392866472,-92.23027086288214,2000,8
66787,44.28429392866472,-92.23027086288214,2000,9
66788,44.28429392866472,-92.23027086288214,2000,10
66820,43.986849653065,-91.77915639471983,2019,7
66821,43.986849653065,-91.77915639471983,2019,8
66822,43.986849653065,-91.77915639471983,2019,9
66838,43.986849653065,-91.77915639471983,2016,4
66839,43.986849653065,-91.77915639471983,2016,5
66840,43.986849653065,-91.77915639471983,2016,6
66841,43.986849653065,-91.77915639471983,2016,7
66842,43.986849653065,-91.77915639471983,2016,8
66843,43.986849653065,-91.77915639471983,2016,9
66845,43.986849653065,-91.77915639471983,2015,4
66846,43.986849653065,-91.77915639471983,2015,5
66847,43.986849653065,-91.77915639471983,2015,6
66848,43.986849653065,-91.77915639471983,2015,7
66849,43.986849653065,-91.77915639471983,2015,8
66850,43.986849653065,-91.77915639471983,2015,9
66858,43.986849653065,-91.77915639471983,2014,10
66859,43.986849653065,-91.77915639471983,2013,9
66872,39.9835375629531,-94.8020950337312,2020,8
66910,39.9835375629531,-94.8020950337312,2010,4
66911,39.9835375629531,-94.8020950337312,2010,5
66912,39.9835375629531,-94.8020950337312,2010,6
66913,39.9835375629531,-94.8020950337312,2010,7
66914,39.9835375629531,-94.8020950337312,2010,8
66915,39.9835375629531,-94.8020950337312,2010,9
66916,39.9835375629531,-94.8020950337312,2010,10
66917,39.9835375629531,-94.8020950337312,2008,4
66918,39.9835375629531,-94.8020950337312,2008,5
66919,39.9835375629531,-94.8020950337312,2008,6
66920,39.9835375629531,-94.8020950337312,2008,7
66921,39.9835375629531,-94.8020950337312,2008,8
66922,39.9835375629531,-94.8020950337312,2008,9
66923,39.9835375629531,-94.8020950337312,2008,10
66930,39.9835375629531,-94.8020950337312,2007,10
66938,39.9835375629531,-94.8020950337312,2005,4
66939,39.9835375629531,-94.8020950337312,2005,5
66940,39.9835375629531,-94.8020950337312,2005,6
66941,39.9835375629531,-94.8020950337312,2005,7
66942,39.9835375629531,-94.8020950337312,2005,8
66943,39.9835375629531,-94.8020950337312,2005,9
66944,39.9835375629531,-94.8020950337312,2005,10
66948,39.9835375629531,-94.8020950337312,2004,7
66949,39.9835375629531,-94.8020950337312,2004,8
66950,39.9835375629531,-94.8020950337312,2004,9
66951,39.9835375629531,-94.8020950337312,2004,10
66965,39.9835375629531,-94.8020950337312,2002,10
66966,39.9835375629531,-94.8020950337312,2001,9
66968,40.43081915177131,-95.42808898266875,2022,4
66973,40.43081915177131,-95.42808898266875,2022,9
67025,40.43081915177131,-95.42808898266875,2012,5
67026,40.43081915177131,-95.42808898266875,2012,6
67027,40.43081915177131,-95.42808898266875,2012,7
67028,40.43081915177131,-95.42808898266875,2012,8
67029,40.43081915177131,-95.42808898266875,2012,9
67042,40.43081915177131,-95.42808898266875,2010,8
67043,40.43081915177131,-95.42808898266875,2010,9
67080,40.43081915177131,-95.42808898266875,2004,4
67081,40.43081915177131,-95.42808898266875,2004,5
67082,40.43081915177131,-95.42808898266875,2004,6
67083,40.43081915177131,-95.42808898266875,2004,7
67084,40.43081915177131,-95.42808898266875,2004,8
67085,40.43081915177131,-95.42808898266875,2004,9
67086,40.43081915177131,-95.42808898266875,2004,10
67087,40.43081915177131,-95.42808898266875,2003,4
67089,40.43081915177131,-95.42808898266875,2003,6
67090,40.43081915177131,-95.42808898266875,2003,8
67091,40.43081915177131,-95.42808898266875,2003,9
67093,40.43081915177131,-95.42808898266875,2002,4
67095,40.43081915177131,-95.42808898266875,2002,6
67096,40.43081915177131,-95.42808898266875,2002,7
67097,40.43081915177131,-95.42808898266875,2002,8
67098,40.43081915177131,-95.42808898266875,2002,9
67099,40.43081915177131,-95.42808898266875,2002,10
67106,40.43081915177131,-95.42808898266875,2001,10
67110,40.43081915177131,-95.42808898266875,2000,7
67111,40.43081915177131,-95.42808898266875,2000,8
67121,39.659786273238026,-94.80588685204772,2022,4
67122,39.659786273238026,-94.80588685204772,2022,5
67123,39.659786273238026,-94.80588685204772,2022,6
67124,39.659786273238026,-94.80588685204772,2022,7
67125,39.659786273238026,-94.80588685204772,2022,8
67126,39.659786273238026,-94.80588685204772,2022,9
67128,39.659786273238026,-94.80588685204772,2021,4
67129,39.659786273238026,-94.80588685204772,2021,5
67130,39.659786273238026,-94.80588685204772,2021,6
67131,39.659786273238026,-94.80588685204772,2021,7
67132,39.659786273238026,-94.80588685204772,2021,8
67133,39.659786273238026,-94.80588685204772,2021,9
67134,39.659786273238026,-94.80588685204772,2021,10
67141,39.659786273238026,-94.80588685204772,2020,10
67158,39.659786273238026,-94.80588685204772,2015,6
67159,39.659786273238026,-94.80588685204772,2015,7
67160,39.659786273238026,-94.80588685204772,2015,8
67191,39.659786273238026,-94.80588685204772,2009,4
67192,39.659786273238026,-94.80588685204772,2009,7
67193,39.659786273238026,-94.80588685204772,2009,8
67196,39.659786273238026,-94.80588685204772,2008,8
67224,39.65573552972945,-93.98269339085084,2020,8
67242,39.65573552972945,-93.98269339085084,2015,5
67243,39.65573552972945,-93.98269339085084,2015,6
67246,39.65573552972945,-93.98269339085084,2015,9
67247,39.65573552972945,-93.98269339085084,2015,10
67276,39.65573552972945,-93.98269339085084,2010,4
67277,39.65573552972945,-93.98269339085084,2010,5
67278,39.65573552972945,-93.98269339085084,2010,6
67279,39.65573552972945,-93.98269339085084,2010,7
67280,39.65573552972945,-93.98269339085084,2010,8
67281,39.65573552972945,-93.98269339085084,2010,9
67282,39.65573552972945,-93.98269339085084,2010,10
67283,39.65573552972945,-93.98269339085084,2008,4
67284,39.65573552972945,-93.98269339085084,2008,5
67285,39.65573552972945,-93.98269339085084,2008,6
67286,39.65573552972945,-93.98269339085084,2008,7
67287,39.65573552972945,-93.98269339085084,2008,8
67288,39.65573552972945,-93.98269339085084,2008,9
67289,39.65573552972945,-93.98269339085084,2008,10
67296,39.65573552972945,-93.98269339085084,2007,10
67304,39.65573552972945,-93.98269339085084,2005,4
67305,39.65573552972945,-93.98269339085084,2005,5
67306,39.65573552972945,-93.98269339085084,2005,6
67307,39.65573552972945,-93.98269339085084,2005,7
67308,39.65573552972945,-93.98269339085084,2005,8
67309,39.65573552972945,-93.98269339085084,2005,9
67310,39.65573552972945,-93.98269339085084,2005,10
67314,39.65573552972945,-93.98269339085084,2004,7
67315,39.65573552972945,-93.98269339085084,2004,8
67316,39.65573552972945,-93.98269339085084,2004,9
67317,39.65573552972945,-93.98269339085084,2004,10
67331,39.65573552972945,-93.98269339085084,2002,10
67332,39.65573552972945,-93.98269339085084,2001,9
67341,39.310507617791686,-94.42088561209135,2021,4
67342,39.310507617791686,-94.42088561209135,2021,5
67343,39.310507617791686,-94.42088561209135,2021,6
67344,39.310507617791686,-94.42088561209135,2021,7
67345,39.310507617791686,-94.42088561209135,2021,8
67346,39.310507617791686,-94.42088561209135,2021,9
67351,39.310507617791686,-94.42088561209135,2020,7
67352,39.310507617791686,-94.42088561209135,2020,8
67354,39.310507617791686,-94.42088561209135,2020,10
67418,39.310507617791686,-94.42088561209135,2008,6
67423,39.310507617791686,-94.42088561209135,2006,5
67425,39.310507617791686,-94.42088561209135,2005,4
67450,39.310507617791686,-94.42088561209135,2002,10
67465,39.6017727822206,-94.40458454740276,2021,4
67466,39.6017727822206,-94.40458454740276,2021,5
67467,39.6017727822206,-94.40458454740276,2021,6
67468,39.6017727822206,-94.40458454740276,2021,7
67469,39.6017727822206,-94.40458454740276,2021,8
67470,39.6017727822206,-94.40458454740276,2021,9
67475,39.6017727822206,-94.40458454740276,2020,7
67476,39.6017727822206,-94.40458454740276,2020,8
67478,39.6017727822206,-94.40458454740276,2020,10
67482,39.6017727822206,-94.40458454740276,2019,7
67483,39.6017727822206,-94.40458454740276,2019,8
67484,39.6017727822206,-94.40458454740276,2019,9
67556,39.6017727822206,-94.40458454740276,2008,6
67561,39.6017727822206,-94.40458454740276,2006,5
67563,39.6017727822206,-94.40458454740276,2005,4
67588,39.6017727822206,-94.40458454740276,2002,10
67607,39.96076035341057,-93.98549167944812,2020,8
67645,39.96076035341057,-93.98549167944812,2010,4
67646,39.96076035341057,-93.98549167944812,2010,5
67647,39.96076035341057,-93.98549167944812,2010,6
67648,39.96076035341057,-93.98549167944812,2010,7
67649,39.96076035341057,-93.98549167944812,2010,8
67650,39.96076035341057,-93.98549167944812,2010,9
67651,39.96076035341057,-93.98549167944812,2010,10
67652,39.96076035341057,-93.98549167944812,2008,4
67653,39.96076035341057,-93.98549167944812,2008,5
67654,39.96076035341057,-93.98549167944812,2008,6
67655,39.96076035341057,-93.98549167944812,2008,7
67656,39.96076035341057,-93.98549167944812,2008,8
67657,39.96076035341057,-93.98549167944812,2008,9
67658,39.96076035341057,-93.98549167944812,2008,10
